Date,Open,High,Low,Close,Adj Close,Volume,price_diff
2020-02-21,5834.77001953125,5844.10986328125,5696.009765625,5723.169921875,5723.169921875,356300,-1.7291951226151383
2020-02-24,5466.68017578125,5554.14013671875,5458.10009765625,5481.009765625,5481.009765625,456600,-7.928665725812851
2020-02-25,5545.3701171875,5552.14990234375,5299.81005859375,5320.83984375,5320.83984375,491800,-5.046167527126667
2020-02-26,5364.169921875,5448.7099609375,5296.60009765625,5325.33984375,5325.33984375,421200,-9.388102329281905
2020-02-27,5149.60986328125,5272.97998046875,5075.330078125,5077.97021484375,5077.97021484375,586200,-13.156374833993844
2020-02-28,4903.31982421875,5146.43017578125,4903.31982421875,5135.31005859375,5135.31005859375,0,-15.9637859280584
2020-03-02,5189.259765625,5315.58984375,5082.2001953125,5314.009765625,5314.009765625,551400,-5.0747510597984355
2020-03-03,5308.14013671875,5382.93994140625,5093.8798828125,5138.990234375,5138.990234375,599100,-4.277982811886112
2020-03-04,5227.14013671875,5367.7099609375,5180.31982421875,5367.52978515625,5367.52978515625,414400,-2.554538486885822
2020-03-05,5209.35986328125,5314.81005859375,5158.5400390625,5197.419921875,5197.419921875,408200,1.1602820715806272
2020-03-06,5031.31005859375,5122.83984375,4958.080078125,5086.419921875,5086.419921875,523400,2.610277097219388
2020-03-09,4689.5400390625,4900.2001953125,4684.41015625,4690.85986328125,4690.85986328125,554200,-9.629884591108212
2020-03-10,4853.2900390625,4929.0498046875,4675.52978515625,4928.08984375,4928.08984375,498300,-8.568916530855148
2020-03-11,4786.9599609375,4837.2900390625,4633.68017578125,4694.43017578125,4694.43017578125,526300,-8.421051746616568
2020-03-12,4348.9599609375,4557.06005859375,4226.31982421875,4229.47021484375,4229.47021484375,698200,-16.516422841285625
2020-03-13,4504.490234375,4661.1201171875,4241.6298828125,4660.580078125,4660.580078125,620100,-10.470828036505388
2020-03-16,4322.43994140625,4397.2001953125,4033.030029296875,4043.340087890625,4043.340087890625,609500,-7.828061912221952
2020-03-17,4139.580078125,4389.6201171875,3980.070068359375,4373.6201171875,4373.6201171875,615500,-14.70569356442925
2020-03-18,4057.97998046875,4246.60986328125,3905.489990234375,4072.60009765625,4072.60009765625,647200,-15.228453682866885
2020-03-19,4063.64990234375,4274.91015625,3969.39990234375,4178.2900390625,4178.2900390625,570500,-6.560420448944443
2020-03-20,4261.56982421875,4342.41015625,4025.760009765625,4030.77001953125,4030.77001953125,640700,-5.392850189849625
2020-03-23,4057.340087890625,4170.27978515625,3946.8701171875,4091.4599609375,4091.4599609375,586400,-6.133106696894398
2020-03-24,4332.85009765625,4479.1298828125,4314.41015625,4478.830078125,4478.830078125,618100,4.66883152116218
2020-03-25,4479.18994140625,4639.43994140625,4370.5498046875,4441.509765625,4441.509765625,0,10.379793960660317
2020-03-26,4500.0,4733.669921875,4500.0,4726.8798828125,4726.8798828125,514400,10.737886091136463
2020-03-27,4562.490234375,4641.58984375,4495.419921875,4502.7001953125,4502.7001953125,434900,7.061257296456853
2020-03-30,4556.3701171875,4696.5,4534.72021484375,4687.47998046875,4687.47998046875,402600,12.299438018179941
2020-03-31,4667.5498046875,4741.02978515625,4579.06005859375,4606.7099609375,4606.7099609375,492300,7.724700820189871
2020-04-01,4434.91015625,4539.8701171875,4341.6201171875,4378.75,4378.75,434500,-0.9885668108628651
2020-04-02,4336.919921875,4482.240234375,4336.919921875,4459.009765625,4459.009765625,393800,-3.6240017361111114
2020-04-03,4447.490234375,4484.8798828125,4337.39990234375,4378.89990234375,4378.89990234375,353000,-2.5205533402254714
2020-04-06,4578.60986328125,4800.68994140625,4548.83984375,4783.16015625,4783.16015625,462000,0.4881022726809971
2020-04-07,4929.56982421875,4929.740234375,4752.22998046875,4757.9501953125,4757.9501953125,480000,5.613652354991692
2020-04-08,4817.58984375,4920.740234375,4767.18017578125,4905.419921875,4905.419921875,373600,8.628803606330102
2020-04-09,4953.85986328125,4993.330078125,4836.1201171875,4872.0400390625,4872.0400390625,427400,14.225301654625099
2020-04-13,4840.43017578125,4897.41015625,4807.259765625,4892.85009765625,4892.85009765625,311400,5.7183363579347875
2020-04-14,5001.91015625,5101.81982421875,4997.669921875,5095.81982421875,5095.81982421875,389700,1.4674775814280034
2020-04-15,4990.64990234375,5027.39013671875,4940.91015625,4992.7099609375,4992.7099609375,326500,3.59225389056866
2020-04-16,5057.259765625,5101.7900390625,4998.419921875,5086.8798828125,5086.8798828125,400900,2.087259333074105
2020-04-17,5179.81005859375,5181.43017578125,5095.1298828125,5156.759765625,5156.759765625,393000,4.561093804596222
2020-04-20,5084.47998046875,5163.60009765625,5075.1201171875,5076.43017578125,5076.43017578125,326600,5.041903215722146
2020-04-21,5004.56005859375,5015.740234375,4834.64013671875,4856.7998046875,4856.7998046875,449900,0.05297780769690329
2020-04-22,4990.72021484375,5104.5,4975.2099609375,5079.41015625,5079.41015625,0,0.0014088846417974394
2020-04-23,5063.89990234375,5119.0,5026.31005859375,5035.2099609375,5035.2099609375,316400,0.13129910319980134
2020-04-24,5054.02978515625,5140.18017578125,5008.56005859375,5134.990234375,5134.990234375,335000,-2.4282796476063773
2020-04-27,5195.47021484375,5228.7900390625,5179.3701171875,5198.7998046875,5198.7998046875,302400,2.1829220451521487
2020-04-28,5282.14013671875,5287.9599609375,5122.5400390625,5125.77001953125,5125.77001953125,318600,5.54654305023963
2020-04-29,5225.06982421875,5355.33984375,5209.93994140625,5338.009765625,5338.009765625,434400,4.695707218328548
2020-04-30,5316.64013671875,5316.64013671875,5222.2998046875,5234.0,5234.0,406300,4.991019555067093
2020-05-01,5089.35009765625,5113.77978515625,4979.009765625,4999.580078125,4999.580078125,393300,0.6988544587476752
2020-05-04,4977.2998046875,5051.93994140625,4953.7900390625,5048.18017578125,5048.18017578125,286900,-4.199242823737587
2020-05-05,5121.419921875,5203.27978515625,5117.68994140625,5140.9501953125,5140.9501953125,293800,-3.0427101645127674
2020-05-06,5191.009765625,5246.25,5162.919921875,5186.009765625,5186.009765625,273700,-0.6518584390179445
2020-05-07,5261.60986328125,5280.33984375,5223.85986328125,5245.1298828125,5245.1298828125,0,-1.0350573298621415
2020-05-08,5290.97021484375,5357.8701171875,5263.72998046875,5355.31982421875,5355.31982421875,0,3.9616083255964294
2020-05-11,5311.85986328125,5401.22021484375,5308.52001953125,5366.33984375,5366.33984375,0,6.721718034317914
2020-05-12,5391.3798828125,5405.4501953125,5234.93994140625,5236.08984375,5236.08984375,292300,5.271193634882905
2020-05-13,5236.35986328125,5275.0,5055.490234375,5124.93994140625,5124.93994140625,389900,0.8736276698333243
2020-05-14,5076.10009765625,5227.43017578125,5009.259765625,5225.56982421875,5225.56982421875,373200,-3.5257225534641257
2020-05-15,5107.47021484375,5200.97021484375,5101.77001953125,5193.2099609375,5193.2099609375,403200,-3.4681729918870663
2020-05-18,5306.83984375,5387.22998046875,5297.97998046875,5366.8798828125,5366.8798828125,0,-0.09450587290435457
2020-05-19,5377.81982421875,5460.66015625,5369.02001953125,5370.009765625,5370.009765625,319900,-0.2515136920137814
2020-05-20,5461.47021484375,5542.91015625,5460.5400390625,5513.5,5513.5,340400,4.298985505962524
2020-05-21,5505.9599609375,5523.35986328125,5415.91015625,5432.77001953125,5432.77001953125,303200,8.468309430693182
2020-05-22,5420.58984375,5456.990234375,5375.14013671875,5453.2998046875,5453.2998046875,257200,6.130620752251007
2020-05-26,5575.02978515625,5588.7998046875,5486.93994140625,5493.2001953125,5493.2001953125,331900,3.66709870139893
2020-05-27,5491.509765625,5547.7998046875,5364.009765625,5547.10009765625,5547.10009765625,427500,0.5500268169476672
2020-05-28,5527.10009765625,5622.0498046875,5486.27978515625,5499.2099609375,5499.2099609375,0,0.3839500626363158
2020-05-29,5516.64990234375,5631.14990234375,5481.1298828125,5619.85986328125,5619.85986328125,0,1.772132947939389
2020-06-01,5585.009765625,5634.68994140625,5572.77978515625,5610.490234375,5610.490234375,232800,3.0332477943258884
2020-06-02,5621.6201171875,5677.259765625,5570.06982421875,5675.22998046875,5675.22998046875,276300,0.8356965581654597
2020-06-03,5741.31005859375,5800.31982421875,5734.43994140625,5783.06005859375,5783.06005859375,295600,4.548845465638896
2020-06-04,5751.83984375,5824.919921875,5720.72998046875,5760.52001953125,5760.52001953125,279900,4.066142138244433
2020-06-05,5832.490234375,5964.60986328125,5821.7099609375,5915.47021484375,5915.47021484375,347500,5.725219791400305
2020-06-08,5911.330078125,5935.7001953125,5855.8701171875,5934.02978515625,5934.02978515625,263800,5.842788575025573
2020-06-09,5887.5498046875,5946.580078125,5878.97998046875,5915.0498046875,5915.0498046875,311300,4.730481283979835
2020-06-10,5946.41015625,5984.22021484375,5916.89013671875,5937.9599609375,5937.9599609375,331900,3.5723571025266363
2020-06-11,5797.8798828125,5818.9501953125,5577.0498046875,5577.6298828125,5577.6298828125,421300,0.8004402124048623
2020-06-12,5728.35009765625,5759.22021484375,5552.419921875,5662.47021484375,5662.47021484375,0,-1.7855175496904967
2020-06-15,5551.18994140625,5743.5498046875,5528.97021484375,5729.97998046875,5729.97998046875,297800,-6.092370616410951
2020-06-16,5895.47998046875,5928.81982421875,5775.490234375,5857.8701171875,5857.8701171875,330100,0.134693990612805
2020-06-17,5888.6298828125,5927.85986328125,5861.97998046875,5878.9501953125,5878.9501953125,252400,-0.9716832831783357
2020-06-18,5865.27978515625,5899.39013671875,5848.85986328125,5888.18017578125,5888.18017578125,232600,1.1624922162246472
2020-06-19,5950.740234375,5976.27001953125,5840.68017578125,5872.0498046875,5872.0498046875,492300,3.8822720840637994
2020-06-22,5865.66015625,5925.16015625,5839.8798828125,5922.39013671875,5922.39013671875,271300,5.664915417469703
2020-06-23,5968.259765625,6000.7099609375,5933.85009765625,5942.02001953125,5942.02001953125,312400,1.234501438345369
2020-06-24,5917.7001953125,5945.8701171875,5775.009765625,5808.33984375,5808.33984375,325800,0.4936685286478826
2020-06-25,5804.89013671875,5870.419921875,5733.77978515625,5864.10986328125,5864.10986328125,263700,-1.0296124080957414
2020-06-26,5863.7900390625,5871.43994140625,5747.85986328125,5787.83984375,5787.83984375,491700,-1.461166037969935
2020-06-29,5796.60986328125,5835.81005859375,5714.18994140625,5834.06005859375,5834.06005859375,306200,-1.1771955948585817
2020-06-30,5857.419921875,5978.66015625,5854.8701171875,5960.27001953125,5960.27001953125,345900,-1.8571551524683472
2020-07-01,5951.41015625,5984.31982421875,5914.35986328125,5948.330078125,5948.330078125,271900,0.5696463123326554
2020-07-02,6010.91015625,6043.35986328125,5988.60009765625,5997.080078125,5997.080078125,262500,3.549076979563718
2020-07-06,6100.41015625,6159.83984375,6092.97998046875,6124.41015625,6124.41015625,265900,5.240999483045763
2020-07-07,6105.60986328125,6168.169921875,6060.240234375,6065.77978515625,6065.77978515625,255500,4.237188808665825
2020-07-08,6114.06982421875,6147.58984375,6064.35986328125,6145.35009765625,6145.35009765625,248600,2.7331281779987804
2020-07-09,6194.919921875,6239.2001953125,6101.10986328125,6212.35009765625,6212.35009765625,334100,3.061262950897229
2020-07-10,6215.080078125,6221.85986328125,6134.740234375,6204.60986328125,6204.60986328125,256200,3.3966556905314746
2020-07-13,6277.0400390625,6301.3798828125,6055.009765625,6063.25,6063.25,361000,2.895377167903029
2020-07-14,6004.52001953125,6128.669921875,5934.47021484375,6122.22021484375,6122.22021484375,325600,-1.6556879003676257
2020-07-15,6157.3701171875,6169.64990234375,6058.72021484375,6136.14990234375,6136.14990234375,267300,0.7082073678195664
2020-07-16,6070.580078125,6114.81982421875,6033.240234375,6097.31982421875,6097.31982421875,234700,-2.007125924435943
2020-07-17,6119.22998046875,6158.6201171875,6084.2900390625,6146.18017578125,6146.18017578125,226500,-1.5422182248883685
2020-07-20,6153.3701171875,6313.43017578125,6131.35009765625,6300.9599609375,6300.9599609375,251300,-1.9701948865292018
2020-07-21,6335.72998046875,6335.72998046875,6230.4599609375,6251.93017578125,6251.93017578125,0,5.516010603014965
2020-07-22,6272.080078125,6313.509765625,6234.27978515625,6270.14013671875,6270.14013671875,350800,1.8629700465349976
2020-07-23,6251.64990234375,6314.64013671875,6127.06982421875,6160.9599609375,6160.9599609375,430100,2.9827433604117193
2020-07-24,6059.27978515625,6118.97998046875,6012.66015625,6056.31005859375,6056.31005859375,635600,-0.9797016210184609
2020-07-27,6093.18017578125,6185.06005859375,6086.52001953125,6178.72021484375,6178.72021484375,395600,-0.978162214525799
2020-07-28,6147.18994140625,6162.85986328125,6084.1298828125,6087.27978515625,6087.27978515625,306500,-2.9758218807259023
2020-07-29,6136.7998046875,6223.580078125,6132.35009765625,6202.31982421875,6202.31982421875,355900,-2.1568645768620547
2020-07-30,6152.75,6277.580078125,6133.81005859375,6271.72998046875,6271.72998046875,346500,-1.5819808192821596
2020-07-31,6291.08984375,6301.419921875,6188.89013671875,6300.77001953125,6300.77001953125,458700,3.825703166267843
2020-08-03,6348.7900390625,6389.18994140625,6337.6298828125,6379.60009765625,6379.60009765625,380600,4.195015671737894
2020-08-04,6366.43017578125,6434.91015625,6363.22998046875,6434.509765625,6434.509765625,408900,3.566511470521536
2020-08-05,6429.56005859375,6448.2001953125,6396.83984375,6424.56982421875,6424.56982421875,270100,4.770568752831559
2020-08-06,6387.5,6418.740234375,6348.22021484375,6415.14990234375,6415.14990234375,355100,3.8153671122668724
2020-08-07,6388.97021484375,6406.93017578125,6266.490234375,6330.83984375,6330.83984375,372700,1.555857149155024
2020-08-10,6330.06982421875,6337.14990234375,6222.1201171875,6310.43994140625,6310.43994140625,347800,-0.29486271759767213
2020-08-11,6302.72998046875,6344.10009765625,6211.5498046875,6224.2998046875,6224.2998046875,358300,-1.000563794052498
2020-08-12,6266.990234375,6375.3701171875,6264.58984375,6360.4599609375,6360.4599609375,0,-2.5284750859657836
2020-08-13,6341.77001953125,6382.2099609375,6309.64013671875,6332.93994140625,6332.93994140625,389100,-0.7159292441291585
2020-08-14,6326.35009765625,6363.52001953125,6287.419921875,6304.56982421875,6304.56982421875,275000,-0.9801284883440555
2020-08-17,6343.33984375,6389.009765625,6341.4599609375,6372.02978515625,6372.02978515625,243900,0.209634647006248
2020-08-18,6401.0400390625,6414.91015625,6355.259765625,6384.52001953125,6384.52001953125,247200,1.5598012115130853
2020-08-19,6397.9501953125,6418.72998046875,6347.330078125,6358.490234375,6358.490234375,269600,2.089678714020854
2020-08-20,6310.81005859375,6413.1201171875,6308.83984375,6400.1298828125,6400.1298828125,304500,-0.48819116496104653
2020-08-21,6376.18994140625,6411.64013671875,6355.5,6408.7099609375,6408.7099609375,363500,0.7878135572747448
2020-08-24,6474.68994140625,6492.33984375,6419.830078125,6458.27001953125,6458.27001953125,321400,2.0706772913273332
2020-08-25,6462.89990234375,6516.14990234375,6447.6298828125,6515.60986328125,6515.60986328125,310700,0.9664033173320071
2020-08-26,6550.2001953125,6623.740234375,6528.830078125,6611.02978515625,6611.02978515625,356700,2.3796684149174365
2020-08-27,6624.58984375,6624.58984375,6515.64990234375,6557.0400390625,6557.0400390625,324200,4.972099971999001
2020-08-28,6595.240234375,6661.97998046875,6593.27001953125,6658.1201171875,6658.1201171875,284200,3.435441776071669
2020-08-31,6640.6298828125,6673.990234375,6613.43017578125,6651.2998046875,6651.2998046875,544100,2.5629017436811683
2020-09-01,6691.490234375,6784.1298828125,6676.35986328125,6781.6298828125,6781.6298828125,419100,3.5369622845056354
2020-09-02,6869.0,6936.259765625,6803.0498046875,6915.1201171875,6915.1201171875,554300,4.867023834105738
2020-09-03,6791.22998046875,6796.52978515625,6490.009765625,6543.56005859375,6543.56005859375,696000,2.5154785526226564
2020-09-04,6493.22998046875,6560.169921875,6234.669921875,6435.31005859375,6435.31005859375,764600,-1.5467253698290344
2020-09-08,6186.490234375,6315.08984375,6145.16015625,6150.72021484375,6150.72021484375,588800,-7.546898856786094
2020-09-09,6262.68994140625,6334.8701171875,6190.5,6294.83984375,6294.83984375,490000,-8.826758750818897
2020-09-10,6340.0400390625,6376.33984375,6159.830078125,6191.419921875,6191.419921875,460600,-6.643714654103166
2020-09-11,6245.27978515625,6278.77978515625,6100.240234375,6172.08984375,6172.08984375,452600,-3.8185956150994107
2020-09-14,6271.419921875,6321.7900390625,6243.02978515625,6285.9599609375,6285.9599609375,414200,-3.416020366765716
2020-09-15,6351.18994140625,6394.5,6336.2099609375,6363.080078125,6363.080078125,430100,2.662247911038512
2020-09-16,6394.18994140625,6409.27001953125,6288.31982421875,6291.72021484375,6291.72021484375,413500,2.0997367142603975
2020-09-17,6123.2099609375,6252.7099609375,6123.2099609375,6241.330078125,6241.330078125,469500,-3.420011179567607
2020-09-18,6273.7998046875,6279.22021484375,6073.39990234375,6158.56005859375,6158.56005859375,689500,0.4566652017582341
2020-09-21,6058.77001953125,6165.31005859375,6009.22998046875,6163.56005859375,6163.56005859375,500100,-3.3907776068704534
2020-09-22,6205.33984375,6266.0400390625,6127.509765625,6258.8701171875,6258.8701171875,437300,-2.2964215997601953
2020-09-23,6267.5498046875,6289.18994140625,6101.97021484375,6119.77978515625,6119.77978515625,415500,-1.9805501225210478
2020-09-24,6069.5,6218.9599609375,6069.5,6146.81982421875,6146.81982421875,434100,-0.8771536707076542
2020-09-25,6139.72021484375,6282.5498046875,6094.02001953125,6267.169921875,6267.169921875,395300,-2.1371352930893934
2020-09-28,6349.81005859375,6396.47998046875,6307.91015625,6395.2900390625,6395.2900390625,396600,4.803615884483051
2020-09-29,6399.259765625,6443.7099609375,6386.759765625,6394.7998046875,6394.7998046875,343300,3.1250491795435758
2020-09-30,6375.009765625,6471.3798828125,6366.72998046875,6401.72998046875,6401.72998046875,461800,1.714544986258118
2020-10-01,6487.35009765625,6536.7900390625,6465.7099609375,6513.259765625,6513.259765625,368800,6.884423719519729
2020-10-02,6381.8701171875,6462.830078125,6325.169921875,6341.7998046875,6341.7998046875,395000,3.943989202607541
2020-10-05,6398.1201171875,6492.330078125,6397.7998046875,6491.0498046875,6491.0498046875,328900,0.7608110817168113
2020-10-06,6484.06982421875,6565.56005859375,6400.64990234375,6419.60009765625,6419.60009765625,417600,1.3253104530827997
2020-10-07,6499.330078125,6556.419921875,6485.91015625,6545.5,6545.5,321700,1.9501195617041027
2020-10-08,6595.77001953125,6613.10986328125,6571.77001953125,6604.0,6604.0,297900,1.671251285084336
2020-10-09,6692.5,6719.080078125,6673.47998046875,6709.669921875,6709.669921875,381200,4.867380205308771
2020-10-12,6789.8798828125,6897.490234375,6765.509765625,6850.18994140625,6850.18994140625,513100,6.123044870204947
2020-10-13,6863.93994140625,6907.93994140625,6826.6298828125,6843.4599609375,6843.4599609375,493100,5.858513672518473
2020-10-14,6855.68994140625,6884.0,6777.64013671875,6817.7900390625,6817.7900390625,369600,5.483024542493412
2020-10-15,6688.6201171875,6799.990234375,6688.3701171875,6785.68994140625,6785.68994140625,303300,1.4077218790422394
2020-10-16,6811.93994140625,6846.93994140625,6770.169921875,6772.080078125,6772.080078125,327300,1.7846834726372804
2020-10-19,6811.16015625,6845.06982421875,6669.43994140625,6687.580078125,6687.580078125,0,0.3134116332656727
2020-10-20,6725.5498046875,6759.2900390625,6685.580078125,6697.7001953125,6697.7001953125,0,-2.016190961752461
2020-10-21,6713.330078125,6758.830078125,6666.89990234375,6680.4501953125,6680.4501953125,0,-2.0765213202166626
2020-10-22,6684.66015625,6697.27001953125,6566.2001953125,6652.919921875,6652.919921875,0,-0.0592044527588618
2020-10-23,6645.31982421875,6659.759765625,6593.240234375,6659.52978515625,6659.52978515625,359400,-2.4460009721269373
2020-10-26,6589.2001953125,6628.56005859375,6448.0400390625,6524.52001953125,6524.52001953125,409300,-3.258768783080617
2020-10-27,6579.18994140625,6584.93994140625,6517.259765625,6531.35986328125,6531.35986328125,482300,-2.1761769302376095
2020-10-28,6422.259765625,6425.27001953125,6304.14013671875,6307.990234375,6307.990234375,488200,-4.335706856548524
2020-10-29,6332.4599609375,6498.64990234375,6332.14013671875,6437.22021484375,6437.22021484375,407200,-5.268782362603746
2020-10-30,6375.16015625,6409.02978515625,6270.89013671875,6320.77001953125,6320.77001953125,513900,-4.065412577798858
2020-11-02,6376.759765625,6418.6298828125,6280.27001953125,6346.759765625,6346.759765625,372200,-3.224070044777639
2020-11-03,6400.0498046875,6508.1298828125,6385.2099609375,6473.669921875,6473.669921875,339300,-2.722829684416441
2020-11-04,6654.83984375,6780.7900390625,6598.1298828125,6740.2001953125,6740.2001953125,469000,3.621467935163252
2020-11-05,6892.85009765625,6959.89013671875,6882.2900390625,6945.64013671875,6945.64013671875,416400,8.849485668690846
2020-11-06,6942.47998046875,7014.39990234375,6886.330078125,6996.93994140625,6996.93994140625,352500,8.898910934222853
2020-11-09,7123.3701171875,7175.830078125,6897.419921875,6901.9599609375,6901.9599609375,508600,11.708302947011257
2020-11-10,6829.52001953125,6862.27978515625,6680.7998046875,6714.77978515625,6714.77978515625,466500,6.710419886563993
2020-11-11,6804.22998046875,6913.31982421875,6800.08984375,6894.6298828125,6894.6298828125,353000,2.2448344396905684
2020-11-12,6909.3798828125,6947.7900390625,6805.0,6830.06005859375,6830.06005859375,326600,0.23981059970926338
2020-11-13,6911.06982421875,6944.47998046875,6867.330078125,6915.64013671875,6915.64013671875,301100,-0.4524342358691139
2020-11-16,6930.8798828125,7012.240234375,6918.509765625,6995.14990234375,6995.14990234375,341700,-2.7022354757413667
2020-11-17,6963.490234375,6983.9501953125,6920.58984375,6958.3798828125,6958.3798828125,282800,1.9616344115050293
2020-11-18,6955.91015625,6979.08984375,6879.97021484375,6881.2998046875,6881.2998046875,299300,2.229204130616417
2020-11-19,6849.72998046875,6982.259765625,6842.56005859375,6977.14013671875,6977.14013671875,310500,-0.8633177413233963
2020-11-20,6981.1201171875,7016.3798828125,6924.60009765625,6927.580078125,6927.580078125,294300,1.0135955033078936
2020-11-23,6958.02001953125,6992.72998046875,6892.5,6961.81005859375,6961.81005859375,378300,0.39158284629998136
2020-11-24,6989.6201171875,7035.2001953125,6922.1298828125,7028.8798828125,7028.8798828125,0,0.37524117838940657
2020-11-25,7046.91015625,7075.56982421875,7006.14990234375,7034.0498046875,7034.0498046875,279700,1.3082400139719315
2020-11-27,7083.27001953125,7143.25,7080.60009765625,7122.22021484375,7122.22021484375,166300,1.4632308373015557
2020-11-30,7129.93994140625,7175.68017578125,7033.25,7170.509765625,7170.509765625,487400,2.4708167178654072
2020-12-01,7215.93994140625,7286.14990234375,7175.509765625,7254.330078125,7254.330078125,439200,3.2379416967487087
2020-12-02,7224.97998046875,7281.06005859375,7207.89990234375,7274.1298828125,7274.1298828125,324200,2.5269205974027846
2020-12-03,7245.16015625,7307.1201171875,7242.08984375,7251.8701171875,7251.8701171875,351600,2.8132897341421246
2020-12-04,7289.3798828125,7395.18017578125,7288.31005859375,7394.85009765625,7394.85009765625,342600,2.9098123142690775
2020-12-07,7401.0,7429.919921875,7383.7099609375,7411.35009765625,7411.35009765625,319700,3.8017158744858706
2020-12-08,7410.41015625,7461.68017578125,7379.080078125,7443.58984375,7443.58984375,272100,2.695008778105925
2020-12-09,7427.72021484375,7460.5400390625,7234.31005859375,7271.35009765625,7271.35009765625,390400,2.8061009846818483
2020-12-10,7218.419921875,7307.75,7190.83984375,7275.830078125,7275.830078125,303500,-0.36907720186050924
2020-12-11,7227.669921875,7280.97998046875,7182.22998046875,7258.27978515625,7258.27978515625,313700,-0.846573534780439
2020-12-14,7292.2001953125,7365.35986328125,7291.52978515625,7327.02978515625,7327.02978515625,316500,-1.4700689729428456
2020-12-15,7408.47021484375,7429.41015625,7371.6298828125,7427.22021484375,7427.22021484375,406800,-0.02617859693790144
2020-12-16,7453.4599609375,7480.31005859375,7429.4501953125,7468.64013671875,7468.64013671875,334700,0.34653629039918626
2020-12-17,7520.64990234375,7527.18994140625,7477.77001953125,7517.85986328125,7517.85986328125,299700,4.186927107868298
2020-12-18,7536.7900390625,7554.27978515625,7481.3798828125,7526.35986328125,7526.35986328125,653700,4.276898648234176
